villager,level,trade,base item,buy,demand,increase,price,trade_type
Farmer,Master,Golden Carrot,Emerald,10,9,1,4,Player buys
Farmer,Master,Golden Carrot,Emerald,11,10,1,4,Player buys
Farmer,Master,Golden Carrot,Emerald,12,11,1,4,Player buys
Farmer,Master,Glistering Melon Slice,Emerald,1,0,0,4,Player buys
Farmer,Master,Glistering Melon Slice,Emerald,2,1,0,4,Player buys
Farmer,Master,Glistering Melon Slice,Emerald,3,2,0,4,Player buys
Farmer,Master,Glistering Melon Slice,Emerald,4,3,0,4,Player buys
Farmer,Master,Glistering Melon Slice,Emerald,5,4,0,4,Player buys
Farmer,Master,Glistering Melon Slice,Emerald,6,5,1,5,Player buys
Farmer,Master,Glistering Melon Slice,Emerald,7,6,1,5,Player buys
Farmer,Master,Glistering Melon Slice,Emerald,8,7,1,5,Player buys
Farmer,Master,Glistering Melon Slice,Emerald,9,8,1,5,Player buys
Farmer,Master,Glistering Melon Slice,Emerald,10,9,1,5,Player buys
Farmer,Master,Glistering Melon Slice,Emerald,11,10,2,6,Player buys
Farmer,Master,Glistering Melon Slice,Emerald,12,11,2,6,Player buys
Fisherman,Novice,Emerald,String,1,0,0,20,Player sells
Fisherman,Novice,Emerald,String,2,1,1,21,Player sells
Fisherman,Novice,Emerald,String,3,2,2,22,Player sells
Fisherman,Novice,Emerald,String,4,3,3,23,Player sells
Fisherman,Novice,Emerald,String,5,4,4,24,Player sells
Fisherman,Novice,Emerald,String,6,5,5,25,Player sells
Fisherman,Novice,Emerald,String,7,6,6,26,Player sells
Fisherman,Novice,Emerald,String,8,7,7,27,Player sells
Fisherman,Novice,Emerald,String,9,8,8,28,Player sells
Fisherman,Novice,Emerald,String,10,9,9,29,Player sells
Fisherman,Novice,Emerald,String,11,10,10,30,Player sells
Fisherman,Novice,Emerald,String,12,11,11,31,Player sells
Fisherman,Novice,Emerald,String,13,12,12,32,Player sells
Fisherman,Novice,Emerald,String,14,13,13,33,Player sells
Fisherman,Novice,Emerald,String,15,14,14,34,Player sells
Fisherman,Novice,Emerald,String,16,15,15,35,Player sells
Fisherman,Novice,Emerald,Coal,1,0,0,10,Player sells
Fisherman,Novice,Emerald,Coal,2,1,0,10,Player sells
Fisherman,Novice,Emerald,Coal,3,2,1,11,Player sells
Fisherman,Novice,Emerald,Coal,4,3,1,11,Player sells
Fisherman,Novice,Emerald,Coal,5,4,2,12,Player sells
Fisherman,Novice,Emerald,Coal,6,5,2,12,Player sells
Fisherman,Novice,Emerald,Coal,7,6,3,13,Player sells
Fisherman,Novice,Emerald,Coal,8,7,3,13,Player sells
Fisherman,Novice,Emerald,Coal,9,8,4,14,Player sells
Fisherman,Novice,Emerald,Coal,10,9,4,14,Player sells
Fisherman,Novice,Emerald,Coal,11,10,5,15,Player sells
Fisherman,Novice,Emerald,Coal,12,11,5,15,Player sells
Fisherman,Novice,Emerald,Coal,13,12,6,16,Player sells
Fisherman,Novice,Emerald,Coal,14,13,6,16,Player sells
Fisherman,Novice,Emerald,Coal,15,14,7,17,Player sells
Fisherman,Novice,Emerald,Coal,16,15,7,17,Player sells
Fisherman,Novice,Cooked Cod,Raw Cod + Emerald,1,0,0,6,Player sells
Fisherman,Novice,Cooked Cod,Raw Cod + Emerald,2,1,0,6,Player sells
Fisherman,Novice,Cooked Cod,Raw Cod + Emerald,3,2,0,6,Player sells
Fisherman,Novice,Cooked Cod,Raw Cod + Emerald,4,3,0,6,Player sells
Fisherman,Novice,Cooked Cod,Raw Cod + Emerald,5,4,1,7,Player sells
Fisherman,Novice,Cooked Cod,Raw Cod + Emerald,6,5,1,7,Player sells
Fisherman,Novice,Cooked Cod,Raw Cod + Emerald,7,6,1,7,Player sells
Fisherman,Novice,Cooked Cod,Raw Cod + Emerald,8,7,2,8,Player sells
Fisherman,Novice,Cooked Cod,Raw Cod + Emerald,9,8,2,8,Player sells
Fisherman,Novice,Cooked Cod,Raw Cod + Emerald,10,9,2,8,Player sells
Fisherman,Novice,Cooked Cod,Raw Cod + Emerald,11,10,3,9,Player sells
Fisherman,Novice,Cooked Cod,Raw Cod + Emerald,12,11,3,9,Player sells
Fisherman,Novice,Cooked Cod,Raw Cod + Emerald,13,12,3,9,Player sells
Fisherman,Novice,Cooked Cod,Raw Cod + Emerald,14,13,3,9,Player sells
Fisherman,Novice,Cooked Cod,Raw Cod + Emerald,15,14,4,10,Player sells
Fisherman,Novice,Cooked Cod,Raw Cod + Emerald,16,15,4,10,Player sells
Fisherman,Novice,Bucket of Cod,Emerald,1,0,0,3,Player buys
Fisherman,Novice,Bucket of Cod,Emerald,2,1,0,3,Player buys
Fisherman,Novice,Bucket of Cod,Emerald,3,2,0,3,Player buys
Fisherman,Novice,Bucket of Cod,Emerald,4,3,0,3,Player buys
Fisherman,Novice,Bucket of Cod,Emerald,5,4,0,3,Player buys
Fisherman,Novice,Bucket of Cod,Emerald,6,5,0,3,Player buys
Fisherman,Novice,Bucket of Cod,Emerald,7,6,0,3,Player buys
Fisherman,Novice,Bucket of Cod,Emerald,8,7,1,4,Player buys
Fisherman,Novice,Bucket of Cod,Emerald,9,8,1,4,Player buys
Fisherman,Novice,Bucket of Cod,Emerald,10,9,1,4,Player buys
Fisherman,Novice,Bucket of Cod,Emerald,11,10,1,4,Player buys
Fisherman,Novice,Bucket of Cod,Emerald,12,11,1,4,Player buys
Fisherman,Novice,Bucket of Cod,Emerald,13,12,1,4,Player buys
Fisherman,Novice,Bucket of Cod,Emerald,14,13,1,4,Player buys
Fisherman,Novice,Bucket of Cod,Emerald,15,14,2,5,Player buys
Fisherman,Novice,Bucket of Cod,Emerald,16,15,2,5,Player buys
Fisherman,Apprentice,Emerald,Raw Cod,1,0,0,15,Player sells
Fisherman,Apprentice,Emerald,Raw Cod,2,1,0,15,Player sells
Fisherman,Apprentice,Emerald,Raw Cod,3,2,1,16,Player sells
Fisherman,Apprentice,Emerald,Raw Cod,4,3,2,17,Player sells
Fisherman,Apprentice,Emerald,Raw Cod,5,4,3,18,Player sells
Fisherman,Apprentice,Emerald,Raw Cod,6,5,3,18,Player sells
Fisherman,Apprentice,Emerald,Raw Cod,7,6,4,19,Player sells
Fisherman,Apprentice,Emerald,Raw Cod,8,7,5,20,Player sells
Fisherman,Apprentice,Emerald,Raw Cod,9,8,6,21,Player sells
Fisherman,Apprentice,Emerald,Raw Cod,10,9,6,21,Player sells
Fisherman,Apprentice,Emerald,Raw Cod,11,10,7,22,Player sells
Fisherman,Apprentice,Emerald,Raw Cod,12,11,8,23,Player sells
Fisherman,Apprentice,Emerald,Raw Cod,13,12,9,24,Player sells
Fisherman,Apprentice,Emerald,Raw Cod,14,13,9,24,Player sells
Fisherman,Apprentice,Emerald,Raw Cod,15,14,10,25,Player sells
Fisherman,Apprentice,Emerald,Raw Cod,16,15,11,26,Player sells
Fisherman,Apprentice,Campfire,Emerald,1,0,0,2,Player buys
Fisherman,Apprentice,Campfire,Emerald,2,1,0,2,Player buys
Fisherman,Apprentice,Campfire,Emerald,3,2,0,2,Player buys
Fisherman,Apprentice,Campfire,Emerald,4,3,0,2,Player buys
Fisherman,Apprentice,Campfire,Emerald,5,4,0,2,Player buys
Fisherman,Apprentice,Campfire,Emerald,6,5,0,2,Player buys
Fisherman,Apprentice,Campfire,Emerald,7,6,0,2,Player buys
Fisherman,Apprentice,Campfire,Emerald,8,7,0,2,Player buys
Fisherman,Apprentice,Campfire,Emerald,9,8,0,2,Player buys
Fisherman,Apprentice,Campfire,Emerald,10,9,0,2,Player buys
Fisherman,Apprentice,Campfire,Emerald,11,10,1,3,Player buys
Fisherman,Apprentice,Campfire,Emerald,12,11,1,3,Player buys
Fisherman,Apprentice,Cooked Salmon,Raw Salmon + Emerald,1,0,0,6,Player sells
Fisherman,Apprentice,Cooked Salmon,Raw Salmon + Emerald,2,1,0,6,Player sells
Fisherman,Apprentice,Cooked Salmon,Raw Salmon + Emerald,3,2,0,6,Player sells
Fisherman,Apprentice,Cooked Salmon,Raw Salmon + Emerald,4,3,0,6,Player sells
Fisherman,Apprentice,Cooked Salmon,Raw Salmon + Emerald,5,4,1,7,Player sells
Fisherman,Apprentice,Cooked Salmon,Raw Salmon + Emerald,6,5,1,7,Player sells
Fisherman,Apprentice,Cooked Salmon,Raw Salmon + Emerald,7,6,1,7,Player sells
Fisherman,Apprentice,Cooked Salmon,Raw Salmon + Emerald,8,7,2,8,Player sells
Fisherman,Apprentice,Cooked Salmon,Raw Salmon + Emerald,9,8,2,8,Player sells
Fisherman,Apprentice,Cooked Salmon,Raw Salmon + Emerald,10,9,2,8,Player sells
Fisherman,Apprentice,Cooked Salmon,Raw Salmon + Emerald,11,10,3,9,Player sells
Fisherman,Apprentice,Cooked Salmon,Raw Salmon + Emerald,12,11,3,9,Player sells
Fisherman,Apprentice,Cooked Salmon,Raw Salmon + Emerald,13,12,3,9,Player sells
Fisherman,Apprentice,Cooked Salmon,Raw Salmon + Emerald,14,13,3,9,Player sells
Fisherman,Apprentice,Cooked Salmon,Raw Salmon + Emerald,15,14,4,10,Player sells
Fisherman,Apprentice,Cooked Salmon,Raw Salmon + Emerald,16,15,4,10,Player sells
Fisherman,Journeyman,Emerald,Raw Salmon,1,0,0,13,Player sells
Fisherman,Journeyman,Emerald,Raw Salmon,2,1,0,13,Player sells
Fisherman,Journeyman,Emerald,Raw Salmon,3,2,1,14,Player sells
Fisherman,Journeyman,Emerald,Raw Salmon,4,3,1,14,Player sells
Fisherman,Journeyman,Emerald,Raw Salmon,5,4,2,15,Player sells
Fisherman,Journeyman,Emerald,Raw Salmon,6,5,3,16,Player sells
Fisherman,Journeyman,Emerald,Raw Salmon,7,6,3,16,Player sells
Fisherman,Journeyman,Emerald,Raw Salmon,8,7,4,17,Player sells
Fisherman,Journeyman,Emerald,Raw Salmon,9,8,5,18,Player sells
Fisherman,Journeyman,Emerald,Raw Salmon,10,9,5,18,Player sells
Fisherman,Journeyman,Emerald,Raw Salmon,11,10,6,19,Player sells
Fisherman,Journeyman,Emerald,Raw Salmon,12,11,7,20,Player sells
Fisherman,Journeyman,Emerald,Raw Salmon,13,12,7,20,Player sells
Fisherman,Journeyman,Emerald,Raw Salmon,14,13,8,21,Player sells
Fisherman,Journeyman,Emerald,Raw Salmon,15,14,9,22,Player sells
Fisherman,Journeyman,Emerald,Raw Salmon,16,15,9,22,Player sells
Fisherman,Journeyman,Enchanted Fishing Rod,Emerald,1,0,0,16,Player buys
Fisherman,Journeyman,Enchanted Fishing Rod,Emerald,2,1,3,19,Player buys
Fisherman,Journeyman,Enchanted Fishing Rod,Emerald,3,2,6,22,Player buys
Fisherman,Expert,Emerald,Tropical Fish,1,0,0,6,Player sells
Fisherman,Expert,Emerald,Tropical Fish,2,1,0,6,Player sells
Fisherman,Expert,Emerald,Tropical Fish,3,2,0,6,Player sells
Fisherman,Expert,Emerald,Tropical Fish,4,3,0,6,Player sells
Fisherman,Expert,Emerald,Tropical Fish,5,4,1,7,Player sells
Fisherman,Expert,Emerald,Tropical Fish,6,5,1,7,Player sells
Fisherman,Expert,Emerald,Tropical Fish,7,6,1,7,Player sells
Fisherman,Expert,Emerald,Tropical Fish,8,7,2,8,Player sells
Fisherman,Expert,Emerald,Tropical Fish,9,8,2,8,Player sells
Fisherman,Expert,Emerald,Tropical Fish,10,9,2,8,Player sells
Fisherman,Expert,Emerald,Tropical Fish,11,10,3,9,Player sells
Fisherman,Expert,Emerald,Tropical Fish,12,11,3,9,Player sells
Fisherman,Master,Emerald,Pufferfish,1,0,0,4,Player sells
Fisherman,Master,Emerald,Pufferfish,2,1,0,4,Player sells
Fisherman,Master,Emerald,Pufferfish,3,2,0,4,Player sells
Fisherman,Master,Emerald,Pufferfish,4,3,0,4,Player sells
Fisherman,Master,Emerald,Pufferfish,5,4,0,4,Player sells
Fisherman,Master,Emerald,Pufferfish,6,5,1,5,Player sells
Fisherman,Master,Emerald,Pufferfish,7,6,1,5,Player sells
Fisherman,Master,Emerald,Pufferfish,8,7,1,5,Player sells
Fisherman,Master,Emerald,Pufferfish,9,8,1,5,Player sells
Fisherman,Master,Emerald,Pufferfish,10,9,1,5,Player sells
Fisherman,Master,Emerald,Pufferfish,11,10,2,6,Player sells
Fisherman,Master,Emerald,Pufferfish,12,11,2,6,Player sells
Fisherman,Master,Emerald,Oak Boat,1,0,0,1,Player sells
Fisherman,Master,Emerald,Oak Boat,2,1,0,1,Player sells
Fisherman,Master,Emerald,Oak Boat,3,2,0,1,Player sells
Fisherman,Master,Emerald,Oak Boat,4,3,0,1,Player sells
Fisherman,Master,Emerald,Oak Boat,5,4,0,1,Player sells
Fisherman,Master,Emerald,Oak Boat,6,5,0,1,Player sells
Fisherman,Master,Emerald,Oak Boat,7,6,0,1,Player sells
Fisherman,Master,Emerald,Oak Boat,8,7,0,1,Player sells
Fisherman,Master,Emerald,Oak Boat,9,8,0,1,Player sells
Fisherman,Master,Emerald,Oak Boat,10,9,0,1,Player sells
Fisherman,Master,Emerald,Oak Boat,11,10,0,1,Player sells
Fisherman,Master,Emerald,Oak Boat,12,11,0,1,Player sells
Fisherman,Master,Emerald,Spruce Boat,1,0,0,1,Player sells
Fisherman,Master,Emerald,Spruce Boat,2,1,0,1,Player sells
Fisherman,Master,Emerald,Spruce Boat,3,2,0,1,Player sells
Fisherman,Master,Emerald,Spruce Boat,4,3,0,1,Player sells
Fisherman,Master,Emerald,Spruce Boat,5,4,0,1,Player sells
Fisherman,Master,Emerald,Spruce Boat,6,5,0,1,Player sells
Fisherman,Master,Emerald,Spruce Boat,7,6,0,1,Player sells
Fisherman,Master,Emerald,Spruce Boat,8,7,0,1,Player sells
Fisherman,Master,Emerald,Spruce Boat,9,8,0,1,Player sells
Fisherman,Master,Emerald,Spruce Boat,10,9,0,1,Player sells
Fisherman,Master,Emerald,Spruce Boat,11,10,0,1,Player sells
Fisherman,Master,Emerald,Spruce Boat,12,11,0,1,Player sells
Fisherman,Master,Emerald,Jungle Boat,1,0,0,1,Player sells
Fisherman,Master,Emerald,Jungle Boat,2,1,0,1,Player sells
Fisherman,Master,Emerald,Jungle Boat,3,2,0,1,Player sells
Fisherman,Master,Emerald,Jungle Boat,4,3,0,1,Player sells
Fisherman,Master,Emerald,Jungle Boat,5,4,0,1,Player sells
Fisherman,Master,Emerald,Jungle Boat,6,5,0,1,Player sells
Fisherman,Master,Emerald,Jungle Boat,7,6,0,1,Player sells
Fisherman,Master,Emerald,Jungle Boat,8,7,0,1,Player sells
Fisherman,Master,Emerald,Jungle Boat,9,8,0,1,Player sells
Fisherman,Master,Emerald,Jungle Boat,10,9,0,1,Player sells
Fisherman,Master,Emerald,Jungle Boat,11,10,0,1,Player sells
Fisherman,Master,Emerald,Jungle Boat,12,11,0,1,Player sells
Fisherman,Master,Emerald,Acacia Boat,1,0,0,1,Player sells
Fisherman,Master,Emerald,Acacia Boat,2,1,0,1,Player sells
Fisherman,Master,Emerald,Acacia Boat,3,2,0,1,Player sells
Fisherman,Master,Emerald,Acacia Boat,4,3,0,1,Player sells
Fisherman,Master,Emerald,Acacia Boat,5,4,0,1,Player sells
Fisherman,Master,Emerald,Acacia Boat,6,5,0,1,Player sells
Fisherman,Master,Emerald,Acacia Boat,7,6,0,1,Player sells
Fisherman,Master,Emerald,Acacia Boat,8,7,0,1,Player sells
Fisherman,Master,Emerald,Acacia Boat,9,8,0,1,Player sells
Fisherman,Master,Emerald,Acacia Boat,10,9,0,1,Player sells
Fisherman,Master,Emerald,Acacia Boat,11,10,0,1,Player sells
Fisherman,Master,Emerald,Acacia Boat,12,11,0,1,Player sells
Fisherman,Master,Emerald,Dark Oak Boat,1,0,0,1,Player sells
Fisherman,Master,Emerald,Dark Oak Boat,2,1,0,1,Player sells
Fisherman,Master,Emerald,Dark Oak Boat,3,2,0,1,Player sells
Fisherman,Master,Emerald,Dark Oak Boat,4,3,0,1,Player sells
Fisherman,Master,Emerald,Dark Oak Boat,5,4,0,1,Player sells
Fisherman,Master,Emerald,Dark Oak Boat,6,5,0,1,Player sells
Fisherman,Master,Emerald,Dark Oak Boat,7,6,0,1,Player sells
Fisherman,Master,Emerald,Dark Oak Boat,8,7,0,1,Player sells
Fisherman,Master,Emerald,Dark Oak Boat,9,8,0,1,Player sells
Fisherman,Master,Emerald,Dark Oak Boat,10,9,0,1,Player sells
Fisherman,Master,Emerald,Dark Oak Boat,11,10,0,1,Player sells
Fisherman,Master,Emerald,Dark Oak Boat,12,11,0,1,Player sells
Fletcher,Novice,Emerald,Stick,1,0,0,32,Player sells
Fletcher,Novice,Emerald,Stick,2,1,1,33,Player sells
Fletcher,Novice,Emerald,Stick,3,2,3,35,Player sells
Fletcher,Novice,Emerald,Stick,4,3,4,36,Player sells
Fletcher,Novice,Emerald,Stick,5,4,6,38,Player sells
Fletcher,Novice,Emerald,Stick,6,5,8,40,Player sells
Fletcher,Novice,Emerald,Stick,7,6,9,41,Player sells
Fletcher,Novice,Emerald,Stick,8,7,11,43,Player sells
Fletcher,Novice,Emerald,Stick,9,8,12,44,Player sells
Fletcher,Novice,Emerald,Stick,10,9,14,46,Player sells
Fletcher,Novice,Emerald,Stick,11,10,16,48,Player sells
Fletcher,Novice,Emerald,Stick,12,11,17,49,Player sells
Fletcher,Novice,Emerald,Stick,13,12,19,51,Player sells
Fletcher,Novice,Emerald,Stick,14,13,20,52,Player sells
Fletcher,Novice,Emerald,Stick,15,14,22,54,Player sells
Fletcher,Novice,Emerald,Stick,16,15,24,56,Player sells
Fletcher,Novice,Arrow,Emerald,1,0,0,1,Player buys
Fletcher,Novice,Arrow,Emerald,2,1,0,1,Player buys
Fletcher,Novice,Arrow,Emerald,3,2,0,1,Player buys
Fletcher,Novice,Arrow,Emerald,4,3,0,1,Player buys
Fletcher,Novice,Arrow,Emerald,5,4,0,1,Player buys
Fletcher,Novice,Arrow,Emerald,6,5,0,1,Player buys
Fletcher,Novice,Arrow,Emerald,7,6,0,1,Player buys
Fletcher,Novice,Arrow,Emerald,8,7,0,1,Player buys
Fletcher,Novice,Arrow,Emerald,9,8,0,1,Player buys
Fletcher,Novice,Arrow,Emerald,10,9,0,1,Player buys
Fletcher,Novice,Arrow,Emerald,11,10,0,1,Player buys
Fletcher,Novice,Arrow,Emerald,12,11,0,1,Player buys
Fletcher,Novice,Flint,Emerald + Gravel,1,0,0,1,Player sells
Fletcher,Novice,Flint,Emerald + Gravel,2,1,0,1,Player sells
Fletcher,Novice,Flint,Emerald + Gravel,3,2,0,1,Player sells
Fletcher,Novice,Flint,Emerald + Gravel,4,3,0,1,Player sells
Fletcher,Novice,Flint,Emerald + Gravel,5,4,0,1,Player sells
Fletcher,Novice,Flint,Emerald + Gravel,6,5,0,1,Player sells
Fletcher,Novice,Flint,Emerald + Gravel,7,6,0,1,Player sells
Fletcher,Novice,Flint,Emerald + Gravel,8,7,0,1,Player sells
Fletcher,Novice,Flint,Emerald + Gravel,9,8,0,1,Player sells
Fletcher,Novice,Flint,Emerald + Gravel,10,9,0,1,Player sells
Fletcher,Novice,Flint,Emerald + Gravel,11,10,0,1,Player sells
Fletcher,Novice,Flint,Emerald + Gravel,12,11,0,1,Player sells
Fletcher,Apprentice,Emerald,Flint,1,0,0,26,Player sells
Fletcher,Apprentice,Emerald,Flint,2,1,1,27,Player sells
Fletcher,Apprentice,Emerald,Flint,3,2,2,28,Player sells
Fletcher,Apprentice,Emerald,Flint,4,3,3,29,Player sells
Fletcher,Apprentice,Emerald,Flint,5,4,5,31,Player sells
Fletcher,Apprentice,Emerald,Flint,6,5,6,32,Player sells
Fletcher,Apprentice,Emerald,Flint,7,6,7,33,Player sells
Fletcher,Apprentice,Emerald,Flint,8,7,9,35,Player sells
Fletcher,Apprentice,Emerald,Flint,9,8,10,36,Player sells
Fletcher,Apprentice,Emerald,Flint,10,9,11,37,Player sells
Fletcher,Apprentice,Emerald,Flint,11,10,13,39,Player sells
Fletcher,Apprentice,Emerald,Flint,12,11,14,40,Player sells
Fletcher,Apprentice,Bow,Emerald,1,0,0,2,Player buys
Fletcher,Apprentice,Bow,Emerald,2,1,0,2,Player buys
Fletcher,Apprentice,Bow,Emerald,3,2,0,2,Player buys
Fletcher,Apprentice,Bow,Emerald,4,3,0,2,Player buys
Fletcher,Apprentice,Bow,Emerald,5,4,0,2,Player buys
Fletcher,Apprentice,Bow,Emerald,6,5,0,2,Player buys
Fletcher,Apprentice,Bow,Emerald,7,6,0,2,Player buys
Fletcher,Apprentice,Bow,Emerald,8,7,0,2,Player buys
Fletcher,Apprentice,Bow,Emerald,9,8,0,2,Player buys
Fletcher,Apprentice,Bow,Emerald,10,9,0,2,Player buys
Fletcher,Apprentice,Bow,Emerald,11,10,1,3,Player buys
Fletcher,Apprentice,Bow,Emerald,12,11,1,3,Player buys
Fletcher,Journeyman,Emerald,String,1,0,0,14,Player sells
Fletcher,Journeyman,Emerald,String,2,1,0,14,Player sells
Fletcher,Journeyman,Emerald,String,3,2,1,15,Player sells
Fletcher,Journeyman,Emerald,String,4,3,2,16,Player sells
Fletcher,Journeyman,Emerald,String,5,4,2,16,Player sells
Fletcher,Journeyman,Emerald,String,6,5,3,17,Player sells
Fletcher,Journeyman,Emerald,String,7,6,4,18,Player sells
Fletcher,Journeyman,Emerald,String,8,7,4,18,Player sells
Fletcher,Journeyman,Emerald,String,9,8,5,19,Player sells
Fletcher,Journeyman,Emerald,String,10,9,6,20,Player sells
Fletcher,Journeyman,Emerald,String,11,10,7,21,Player sells
Fletcher,Journeyman,Emerald,String,12,11,7,21,Player sells
Fletcher,Journeyman,Emerald,String,13,12,8,22,Player sells
Fletcher,Journeyman,Emerald,String,14,13,9,23,Player sells
Fletcher,Journeyman,Emerald,String,15,14,9,23,Player sells
Fletcher,Journeyman,Emerald,String,16,15,10,24,Player sells
Fletcher,Journeyman,Crossbow,Emerald,1,0,0,3,Player buys
Fletcher,Journeyman,Crossbow,Emerald,2,1,0,3,Player buys
Fletcher,Journeyman,Crossbow,Emerald,3,2,0,3,Player buys
Fletcher,Journeyman,Crossbow,Emerald,4,3,0,3,Player buys
Fletcher,Journeyman,Crossbow,Emerald,5,4,0,3,Player buys
Fletcher,Journeyman,Crossbow,Emerald,6,5,0,3,Player buys
Fletcher,Journeyman,Crossbow,Emerald,7,6,0,3,Player buys
Fletcher,Journeyman,Crossbow,Emerald,8,7,1,4,Player buys
Fletcher,Journeyman,Crossbow,Emerald,9,8,1,4,Player buys
Fletcher,Journeyman,Crossbow,Emerald,10,9,1,4,Player buys
Fletcher,Journeyman,Crossbow,Emerald,11,10,1,4,Player buys
Fletcher,Journeyman,Crossbow,Emerald,12,11,1,4,Player buys
Fletcher,Expert,Emerald,Feather,1,0,0,24,Player sells
Fletcher,Expert,Emerald,Feather,2,1,1,25,Player sells
Fletcher,Expert,Emerald,Feather,3,2,2,26,Player sells
Fletcher,Expert,Emerald,Feather,4,3,3,27,Player sells
Fletcher,Expert,Emerald,Feather,5,4,4,28,Player sells
Fletcher,Expert,Emerald,Feather,6,5,6,30,Player sells
Fletcher,Expert,Emerald,Feather,7,6,7,31,Player sells
Fletcher,Expert,Emerald,Feather,8,7,8,32,Player sells
Fletcher,Expert,Emerald,Feather,9,8,9,33,Player sells
Fletcher,Expert,Emerald,Feather,10,9,10,34,Player sells
Fletcher,Expert,Emerald,Feather,11,10,12,36,Player sells
Fletcher,Expert,Emerald,Feather,12,11,13,37,Player sells
Fletcher,Expert,Emerald,Feather,13,12,14,38,Player sells
Fletcher,Expert,Emerald,Feather,14,13,15,39,Player sells
Fletcher,Expert,Emerald,Feather,15,14,16,40,Player sells
Fletcher,Expert,Emerald,Feather,16,15,18,42,Player sells
Fletcher,Expert,Enchanted Bow,Emerald,1,0,0,7,Player buys
Fletcher,Expert,Enchanted Bow,Emerald,2,1,0,7,Player buys
Fletcher,Expert,Enchanted Bow,Emerald,3,2,0,7,Player buys
Fletcher,Master,Emerald,Tripwire Hook,1,0,0,8,Player sells
Fletcher,Master,Emerald,Tripwire Hook,2,1,0,8,Player sells
Fletcher,Master,Emerald,Tripwire Hook,3,2,0,8,Player sells
Fletcher,Master,Emerald,Tripwire Hook,4,3,1,9,Player sells
Fletcher,Master,Emerald,Tripwire Hook,5,4,1,9,Player sells
Fletcher,Master,Emerald,Tripwire Hook,6,5,2,10,Player sells
Fletcher,Master,Emerald,Tripwire Hook,7,6,2,10,Player sells
Fletcher,Master,Emerald,Tripwire Hook,8,7,2,10,Player sells
Fletcher,Master,Emerald,Tripwire Hook,9,8,3,11,Player sells
Fletcher,Master,Emerald,Tripwire Hook,10,9,3,11,Player sells
Fletcher,Master,Emerald,Tripwire Hook,11,10,4,12,Player sells
Fletcher,Master,Emerald,Tripwire Hook,12,11,4,12,Player sells
Fletcher,Master,Enchanted Crossbow,Emerald,1,0,0,8,Player buys
Fletcher,Master,Enchanted Crossbow,Emerald,2,1,0,8,Player buys
Fletcher,Master,Enchanted Crossbow,Emerald,3,2,0,8,Player buys
Fletcher,Master,Tipped Arrow,Emerald + Arrow,1,0,0,2,Player sells
Fletcher,Master,Tipped Arrow,Emerald + Arrow,2,1,0,2,Player sells
Fletcher,Master,Tipped Arrow,Emerald + Arrow,3,2,0,2,Player sells
Fletcher,Master,Tipped Arrow,Emerald + Arrow,4,3,0,2,Player sells
Fletcher,Master,Tipped Arrow,Emerald + Arrow,5,4,0,2,Player sells
Fletcher,Master,Tipped Arrow,Emerald + Arrow,6,5,0,2,Player sells
Fletcher,Master,Tipped Arrow,Emerald + Arrow,7,6,0,2,Player sells
Fletcher,Master,Tipped Arrow,Emerald + Arrow,8,7,0,2,Player sells
Fletcher,Master,Tipped Arrow,Emerald + Arrow,9,8,0,2,Player sells
Fletcher,Master,Tipped Arrow,Emerald + Arrow,10,9,0,2,Player sells
Fletcher,Master,Tipped Arrow,Emerald + Arrow,11,10,1,3,Player sells
Fletcher,Master,Tipped Arrow,Emerald + Arrow,12,11,1,3,Player sells
Leatherworker,Novice,Emerald,Leather,1,0,0,6,Player sells
Leatherworker,Novice,Emerald,Leather,2,1,0,6,Player sells
Leatherworker,Novice,Emerald,Leather,3,2,0,6,Player sells
Leatherworker,Novice,Emerald,Leather,4,3,0,6,Player sells
Leatherworker,Novice,Emerald,Leather,5,4,1,7,Player sells
Leatherworker,Novice,Emerald,Leather,6,5,1,7,Player sells
Leatherworker,Novice,Emerald,Leather,7,6,1,7,Player sells
Leatherworker,Novice,Emerald,Leather,8,7,2,8,Player sells
Leatherworker,Novice,Emerald,Leather,9,8,2,8,Player sells
Leatherworker,Novice,Emerald,Leather,10,9,2,8,Player sells
Leatherworker,Novice,Emerald,Leather,11,10,3,9,Player sells
Leatherworker,Novice,Emerald,Leather,12,11,3,9,Player sells
Leatherworker,Novice,Emerald,Leather,13,12,3,9,Player sells
Leatherworker,Novice,Emerald,Leather,14,13,3,9,Player sells
Leatherworker,Novice,Emerald,Leather,15,14,4,10,Player sells
Leatherworker,Novice,Emerald,Leather,16,15,4,10,Player sells
Leatherworker,Novice,Leather Pants,Emerald,1,0,0,3,Player buys
Leatherworker,Novice,Leather Pants,Emerald,2,1,0,3,Player buys
Leatherworker,Novice,Leather Pants,Emerald,3,2,1,4,Player buys
Leatherworker,Novice,Leather Pants,Emerald,4,3,1,4,Player buys
Leatherworker,Novice,Leather Pants,Emerald,5,4,2,5,Player buys
Leatherworker,Novice,Leather Pants,Emerald,6,5,3,6,Player buys
Leatherworker,Novice,Leather Pants,Emerald,7,6,3,6,Player buys
Leatherworker,Novice,Leather Pants,Emerald,8,7,4,7,Player buys
Leatherworker,Novice,Leather Pants,Emerald,9,8,4,7,Player buys
Leatherworker,Novice,Leather Pants,Emerald,10,9,5,8,Player buys
Leatherworker,Novice,Leather Pants,Emerald,11,10,6,9,Player buys
